date,GS stock,isPartial
2013-11-01,42,False
2013-11-02,30,False
2013-11-03,30,False
2013-11-04,51,False
2013-11-05,75,False
2013-11-06,50,False
2013-11-07,38,False
2013-11-08,40,False
2013-11-09,30,False
2013-11-10,29,False
2013-11-11,25,False
2013-11-12,25,False
2013-11-13,38,False
2013-11-14,76,False
2013-11-15,40,False
2013-11-16,60,False
2013-11-17,0,False
2013-11-18,100,False
2013-11-19,25,False
2013-11-20,25,False
2013-11-21,51,False
2013-11-22,39,False
2013-11-23,59,False
2013-11-24,0,False
2013-11-25,98,False
2013-11-26,61,False
2013-11-27,0,False
2013-11-28,0,False
2013-11-29,40,False
2013-11-30,0,False
