date,TXN stock,isPartial
2015-04-01,18,False
2015-04-02,19,False
2015-04-03,20,False
2015-04-04,0,False
2015-04-05,0,False
2015-04-06,29,False
2015-04-07,18,False
2015-04-08,18,False
2015-04-09,18,False
2015-04-10,57,False
2015-04-11,22,False
2015-04-12,21,False
2015-04-13,18,False
2015-04-14,35,False
2015-04-15,45,False
2015-04-16,27,False
2015-04-17,28,False
2015-04-18,21,False
2015-04-19,0,False
2015-04-20,27,False
2015-04-21,36,False
2015-04-22,42,False
2015-04-23,100,False
2015-04-24,56,False
2015-04-25,0,False
2015-04-26,21,False
2015-04-27,24,False
2015-04-28,23,False
2015-04-29,18,False
2015-04-30,19,False
