date,HAS stock,isPartial
2018-08-01,100,False
2018-08-02,81,False
2018-08-03,75,False
2018-08-04,55,False
2018-08-05,61,False
2018-08-06,90,False
2018-08-07,73,False
2018-08-08,66,False
2018-08-09,96,False
2018-08-10,67,False
2018-08-11,48,False
2018-08-12,44,False
2018-08-13,69,False
2018-08-14,62,False
2018-08-15,71,False
2018-08-16,77,False
2018-08-17,58,False
2018-08-18,47,False
2018-08-19,60,False
2018-08-20,95,False
2018-08-21,59,False
2018-08-22,66,False
2018-08-23,83,False
2018-08-24,75,False
2018-08-25,67,False
2018-08-26,45,False
2018-08-27,79,False
2018-08-28,82,False
2018-08-29,76,False
2018-08-30,73,False
2018-08-31,59,False
