date,EBAY stock,isPartial
2018-11-01,100,False
2018-11-02,77,False
2018-11-03,47,False
2018-11-04,41,False
2018-11-05,63,False
2018-11-06,55,False
2018-11-07,61,False
2018-11-08,57,False
2018-11-09,59,False
2018-11-10,29,False
2018-11-11,29,False
2018-11-12,70,False
2018-11-13,75,False
2018-11-14,60,False
2018-11-15,57,False
2018-11-16,56,False
2018-11-17,39,False
2018-11-18,39,False
2018-11-19,57,False
2018-11-20,61,False
2018-11-21,77,False
2018-11-22,50,False
2018-11-23,51,False
2018-11-24,41,False
2018-11-25,31,False
2018-11-26,78,False
2018-11-27,69,False
2018-11-28,64,False
2018-11-29,56,False
2018-11-30,57,False
