date,SBUX stock,isPartial
2014-04-01,32,False
2014-04-02,29,False
2014-04-03,49,False
2014-04-04,55,False
2014-04-05,19,False
2014-04-06,29,False
2014-04-07,49,False
2014-04-08,40,False
2014-04-09,49,False
2014-04-10,38,False
2014-04-11,22,False
2014-04-12,0,False
2014-04-13,0,False
2014-04-14,54,False
2014-04-15,49,False
2014-04-16,42,False
2014-04-17,46,False
2014-04-18,57,False
2014-04-19,0,False
2014-04-20,0,False
2014-04-21,18,False
2014-04-22,53,False
2014-04-23,49,False
2014-04-24,38,False
2014-04-25,100,False
2014-04-26,15,False
2014-04-27,24,False
2014-04-28,33,False
2014-04-29,18,False
2014-04-30,37,False
