date,CTSH stock,isPartial
2016-12-01,47,False
2016-12-02,65,False
2016-12-03,36,False
2016-12-04,0,False
2016-12-05,50,False
2016-12-06,61,False
2016-12-07,100,False
2016-12-08,95,False
2016-12-09,49,False
2016-12-10,18,False
2016-12-11,17,False
2016-12-12,30,False
2016-12-13,61,False
2016-12-14,85,False
2016-12-15,55,False
2016-12-16,25,False
2016-12-17,18,False
2016-12-18,18,False
2016-12-19,32,False
2016-12-20,32,False
2016-12-21,33,False
2016-12-22,17,False
2016-12-23,35,False
2016-12-24,20,False
2016-12-25,0,False
2016-12-26,61,False
2016-12-27,33,False
2016-12-28,17,False
2016-12-29,17,False
2016-12-30,44,False
2016-12-31,38,False
