date,WDC stock,isPartial
2019-01-01,6,False
2019-01-02,25,False
2019-01-03,33,False
2019-01-04,21,False
2019-01-05,14,False
2019-01-06,7,False
2019-01-07,22,False
2019-01-08,38,False
2019-01-09,29,False
2019-01-10,30,False
2019-01-11,22,False
2019-01-12,13,False
2019-01-13,5,False
2019-01-14,38,False
2019-01-15,28,False
2019-01-16,17,False
2019-01-17,38,False
2019-01-18,45,False
2019-01-19,13,False
2019-01-20,3,False
2019-01-21,16,False
2019-01-22,28,False
2019-01-23,29,False
2019-01-24,67,False
2019-01-25,100,False
2019-01-26,19,False
2019-01-27,8,False
2019-01-28,43,False
2019-01-29,28,False
2019-01-30,29,False
2019-01-31,36,False
