date,ODP stock,isPartial
2015-09-01,0,False
2015-09-02,51,False
2015-09-03,52,False
2015-09-04,54,False
2015-09-05,0,False
2015-09-06,0,False
2015-09-07,0,False
2015-09-08,51,False
2015-09-09,0,False
2015-09-10,0,False
2015-09-11,53,False
2015-09-12,0,False
2015-09-13,0,False
2015-09-14,0,False
2015-09-15,0,False
2015-09-16,0,False
2015-09-17,0,False
2015-09-18,0,False
2015-09-19,0,False
2015-09-20,0,False
2015-09-21,50,False
2015-09-22,50,False
2015-09-23,51,False
2015-09-24,52,False
2015-09-25,54,False
2015-09-26,0,False
2015-09-27,0,False
2015-09-28,50,False
2015-09-29,50,False
2015-09-30,100,False
