date,GS stock,isPartial
2018-07-01,3,False
2018-07-02,22,False
2018-07-03,13,False
2018-07-04,9,False
2018-07-05,16,False
2018-07-06,13,False
2018-07-07,7,False
2018-07-08,7,False
2018-07-09,20,False
2018-07-10,25,False
2018-07-11,23,False
2018-07-12,16,False
2018-07-13,34,False
2018-07-14,3,False
2018-07-15,3,False
2018-07-16,18,False
2018-07-17,100,False
2018-07-18,48,False
2018-07-19,31,False
2018-07-20,28,False
2018-07-21,7,False
2018-07-22,3,False
2018-07-23,25,False
2018-07-24,26,False
2018-07-25,26,False
2018-07-26,18,False
2018-07-27,20,False
2018-07-28,5,False
2018-07-29,3,False
2018-07-30,18,False
2018-07-31,21,False
