date,ATVI stock,isPartial
2017-12-01,75,False
2017-12-02,22,False
2017-12-03,16,False
2017-12-04,100,False
2017-12-05,85,False
2017-12-06,58,False
2017-12-07,78,False
2017-12-08,56,False
2017-12-09,39,False
2017-12-10,0,False
2017-12-11,80,False
2017-12-12,95,False
2017-12-13,76,False
2017-12-14,44,False
2017-12-15,81,False
2017-12-16,11,False
2017-12-17,11,False
2017-12-18,73,False
2017-12-19,20,False
2017-12-20,70,False
2017-12-21,52,False
2017-12-22,71,False
2017-12-23,82,False
2017-12-24,25,False
2017-12-25,12,False
2017-12-26,22,False
2017-12-27,57,False
2017-12-28,52,False
2017-12-29,48,False
2017-12-30,29,False
2017-12-31,24,False
