date,PEP stock,isPartial
2018-05-01,74,False
2018-05-02,77,False
2018-05-03,52,False
2018-05-04,100,False
2018-05-05,32,False
2018-05-06,25,False
2018-05-07,59,False
2018-05-08,95,False
2018-05-09,74,False
2018-05-10,86,False
2018-05-11,88,False
2018-05-12,35,False
2018-05-13,13,False
2018-05-14,51,False
2018-05-15,33,False
2018-05-16,59,False
2018-05-17,52,False
2018-05-18,62,False
2018-05-19,21,False
2018-05-20,0,False
2018-05-21,83,False
2018-05-22,83,False
2018-05-23,63,False
2018-05-24,49,False
2018-05-25,70,False
2018-05-26,26,False
2018-05-27,19,False
2018-05-28,11,False
2018-05-29,81,False
2018-05-30,81,False
2018-05-31,61,False
