date,AMZN stock,isPartial
2013-09-01,0,False
2013-09-02,33,False
2013-09-03,76,False
2013-09-04,19,False
2013-09-05,52,False
2013-09-06,54,False
2013-09-07,0,False
2013-09-08,0,False
2013-09-09,51,False
2013-09-10,50,False
2013-09-11,57,False
2013-09-12,76,False
2013-09-13,0,False
2013-09-14,23,False
2013-09-15,30,False
2013-09-16,25,False
2013-09-17,44,False
2013-09-18,76,False
2013-09-19,64,False
2013-09-20,60,False
2013-09-21,15,False
2013-09-22,37,False
2013-09-23,32,False
2013-09-24,37,False
2013-09-25,89,False
2013-09-26,45,False
2013-09-27,40,False
2013-09-28,23,False
2013-09-29,15,False
2013-09-30,100,False
