date,BA stock,isPartial
2012-12-01,35,False
2012-12-02,0,False
2012-12-03,38,False
2012-12-04,76,False
2012-12-05,48,False
2012-12-06,74,False
2012-12-07,41,False
2012-12-08,53,False
2012-12-09,33,False
2012-12-10,100,False
2012-12-11,58,False
2012-12-12,58,False
2012-12-13,29,False
2012-12-14,60,False
2012-12-15,52,False
2012-12-16,34,False
2012-12-17,67,False
2012-12-18,29,False
2012-12-19,30,False
2012-12-20,50,False
2012-12-21,64,False
2012-12-22,54,False
2012-12-23,37,False
2012-12-24,73,False
2012-12-25,39,False
2012-12-26,33,False
2012-12-27,83,False
2012-12-28,48,False
2012-12-29,70,False
2012-12-30,36,False
2012-12-31,48,False
