date,GOOG stock,isPartial
2018-04-01,8,False
2018-04-02,49,False
2018-04-03,45,False
2018-04-04,44,False
2018-04-05,38,False
2018-04-06,28,False
2018-04-07,12,False
2018-04-08,7,False
2018-04-09,28,False
2018-04-10,36,False
2018-04-11,32,False
2018-04-12,28,False
2018-04-13,29,False
2018-04-14,11,False
2018-04-15,3,False
2018-04-16,31,False
2018-04-17,34,False
2018-04-18,32,False
2018-04-19,31,False
2018-04-20,30,False
2018-04-21,12,False
2018-04-22,10,False
2018-04-23,87,False
2018-04-24,100,False
2018-04-25,62,False
2018-04-26,62,False
2018-04-27,47,False
2018-04-28,12,False
2018-04-29,9,False
2018-04-30,26,False
