date,TSLA stock,isPartial
2015-04-01,49,False
2015-04-02,83,False
2015-04-03,60,False
2015-04-04,32,False
2015-04-05,11,False
2015-04-06,98,False
2015-04-07,100,False
2015-04-08,100,False
2015-04-09,74,False
2015-04-10,78,False
2015-04-11,21,False
2015-04-12,10,False
2015-04-13,60,False
2015-04-14,94,False
2015-04-15,61,False
2015-04-16,35,False
2015-04-17,41,False
2015-04-18,15,False
2015-04-19,15,False
2015-04-20,55,False
2015-04-21,61,False
2015-04-22,70,False
2015-04-23,53,False
2015-04-24,36,False
2015-04-25,15,False
2015-04-26,5,False
2015-04-27,82,False
2015-04-28,94,False
2015-04-29,64,False
2015-04-30,85,False
