date,MAT stock,isPartial
2018-12-01,48,False
2018-12-02,28,False
2018-12-03,66,False
2018-12-04,37,False
2018-12-05,49,False
2018-12-06,51,False
2018-12-07,61,False
2018-12-08,88,False
2018-12-09,57,False
2018-12-10,51,False
2018-12-11,41,False
2018-12-12,51,False
2018-12-13,43,False
2018-12-14,51,False
2018-12-15,30,False
2018-12-16,44,False
2018-12-17,63,False
2018-12-18,49,False
2018-12-19,35,False
2018-12-20,72,False
2018-12-21,99,False
2018-12-22,40,False
2018-12-23,31,False
2018-12-24,90,False
2018-12-25,96,False
2018-12-26,28,False
2018-12-27,100,False
2018-12-28,93,False
2018-12-29,30,False
2018-12-30,30,False
2018-12-31,89,False
