date,IBM stock,isPartial
2017-12-01,84,False
2017-12-02,45,False
2017-12-03,28,False
2017-12-04,94,False
2017-12-05,77,False
2017-12-06,68,False
2017-12-07,83,False
2017-12-08,88,False
2017-12-09,38,False
2017-12-10,22,False
2017-12-11,75,False
2017-12-12,89,False
2017-12-13,100,False
2017-12-14,76,False
2017-12-15,81,False
2017-12-16,37,False
2017-12-17,21,False
2017-12-18,66,False
2017-12-19,88,False
2017-12-20,90,False
2017-12-21,94,False
2017-12-22,78,False
2017-12-23,36,False
2017-12-24,26,False
2017-12-25,19,False
2017-12-26,72,False
2017-12-27,77,False
2017-12-28,86,False
2017-12-29,77,False
2017-12-30,46,False
2017-12-31,19,False
