date,PFE stock,isPartial
2013-05-01,51,False
2013-05-02,48,False
2013-05-03,100,False
2013-05-04,19,False
2013-05-05,0,False
2013-05-06,16,False
2013-05-07,63,False
2013-05-08,32,False
2013-05-09,0,False
2013-05-10,33,False
2013-05-11,19,False
2013-05-12,0,False
2013-05-13,31,False
2013-05-14,46,False
2013-05-15,61,False
2013-05-16,79,False
2013-05-17,65,False
2013-05-18,38,False
2013-05-19,56,False
2013-05-20,47,False
2013-05-21,15,False
2013-05-22,92,False
2013-05-23,31,False
2013-05-24,66,False
2013-05-25,0,False
2013-05-26,0,False
2013-05-27,0,False
2013-05-28,76,False
2013-05-29,15,False
2013-05-30,63,False
2013-05-31,65,False
