date,GILD stock,isPartial
2013-09-01,0,False
2013-09-02,0,False
2013-09-03,43,False
2013-09-04,29,False
2013-09-05,29,False
2013-09-06,61,False
2013-09-07,35,False
2013-09-08,0,False
2013-09-09,57,False
2013-09-10,28,False
2013-09-11,43,False
2013-09-12,57,False
2013-09-13,59,False
2013-09-14,34,False
2013-09-15,0,False
2013-09-16,56,False
2013-09-17,42,False
2013-09-18,100,False
2013-09-19,72,False
2013-09-20,45,False
2013-09-21,0,False
2013-09-22,34,False
2013-09-23,29,False
2013-09-24,42,False
2013-09-25,29,False
2013-09-26,58,False
2013-09-27,45,False
2013-09-28,34,False
2013-09-29,0,False
2013-09-30,42,False
