date,MU stock,isPartial
2015-11-01,19,False
2015-11-02,94,False
2015-11-03,70,False
2015-11-04,62,False
2015-11-05,93,False
2015-11-06,65,False
2015-11-07,18,False
2015-11-08,27,False
2015-11-09,85,False
2015-11-10,62,False
2015-11-11,64,False
2015-11-12,88,False
2015-11-13,66,False
2015-11-14,27,False
2015-11-15,0,False
2015-11-16,62,False
2015-11-17,100,False
2015-11-18,78,False
2015-11-19,55,False
2015-11-20,97,False
2015-11-21,36,False
2015-11-22,18,False
2015-11-23,85,False
2015-11-24,85,False
2015-11-25,62,False
2015-11-26,16,False
2015-11-27,33,False
2015-11-28,18,False
2015-11-29,27,False
2015-11-30,91,False
