date,ATVI stock,isPartial
2013-05-01,68,False
2013-05-02,0,False
2013-05-03,66,False
2013-05-04,0,False
2013-05-05,0,False
2013-05-06,62,False
2013-05-07,41,False
2013-05-08,0,False
2013-05-09,100,False
2013-05-10,73,False
2013-05-11,50,False
2013-05-12,49,False
2013-05-13,41,False
2013-05-14,41,False
2013-05-15,61,False
2013-05-16,83,False
2013-05-17,0,False
2013-05-18,50,False
2013-05-19,50,False
2013-05-20,41,False
2013-05-21,0,False
2013-05-22,41,False
2013-05-23,54,False
2013-05-24,43,False
2013-05-25,0,False
2013-05-26,49,False
2013-05-27,0,False
2013-05-28,40,False
2013-05-29,40,False
2013-05-30,42,False
2013-05-31,65,False
