date,ATVI stock,isPartial
2018-07-01,13,False
2018-07-02,17,False
2018-07-03,47,False
2018-07-04,22,False
2018-07-05,38,False
2018-07-06,43,False
2018-07-07,16,False
2018-07-08,20,False
2018-07-09,62,False
2018-07-10,66,False
2018-07-11,77,False
2018-07-12,100,False
2018-07-13,73,False
2018-07-14,20,False
2018-07-15,15,False
2018-07-16,46,False
2018-07-17,35,False
2018-07-18,64,False
2018-07-19,65,False
2018-07-20,39,False
2018-07-21,15,False
2018-07-22,30,False
2018-07-23,38,False
2018-07-24,52,False
2018-07-25,35,False
2018-07-26,49,False
2018-07-27,65,False
2018-07-28,10,False
2018-07-29,25,False
2018-07-30,72,False
2018-07-31,79,False
