date,SIRI stock,isPartial
2015-06-01,73,False
2015-06-02,74,False
2015-06-03,52,False
2015-06-04,100,False
2015-06-05,23,False
2015-06-06,63,False
2015-06-07,27,False
2015-06-08,58,False
2015-06-09,44,False
2015-06-10,88,False
2015-06-11,53,False
2015-06-12,47,False
2015-06-13,18,False
2015-06-14,0,False
2015-06-15,36,False
2015-06-16,73,False
2015-06-17,73,False
2015-06-18,68,False
2015-06-19,31,False
2015-06-20,18,False
2015-06-21,18,False
2015-06-22,74,False
2015-06-23,59,False
2015-06-24,37,False
2015-06-25,30,False
2015-06-26,93,False
2015-06-27,54,False
2015-06-28,18,False
2015-06-29,45,False
2015-06-30,30,False
