date,PFE stock,isPartial
2013-03-01,13,False
2013-03-02,14,False
2013-03-03,14,False
2013-03-04,36,False
2013-03-05,24,False
2013-03-06,30,False
2013-03-07,48,False
2013-03-08,100,False
2013-03-09,14,False
2013-03-10,14,False
2013-03-11,35,False
2013-03-12,52,False
2013-03-13,23,False
2013-03-14,30,False
2013-03-15,31,False
2013-03-16,0,False
2013-03-17,0,False
2013-03-18,41,False
2013-03-19,29,False
2013-03-20,12,False
2013-03-21,36,False
2013-03-22,18,False
2013-03-23,21,False
2013-03-24,0,False
2013-03-25,18,False
2013-03-26,18,False
2013-03-27,61,False
2013-03-28,32,False
2013-03-29,20,False
2013-03-30,0,False
2013-03-31,15,False
