date,EA stock,isPartial
2016-02-01,79,False
2016-02-02,83,False
2016-02-03,100,False
2016-02-04,53,False
2016-02-05,72,False
2016-02-06,12,False
2016-02-07,30,False
2016-02-08,48,False
2016-02-09,59,False
2016-02-10,58,False
2016-02-11,43,False
2016-02-12,65,False
2016-02-13,24,False
2016-02-14,18,False
2016-02-15,10,False
2016-02-16,57,False
2016-02-17,73,False
2016-02-18,31,False
2016-02-19,27,False
2016-02-20,24,False
2016-02-21,0,False
2016-02-22,73,False
2016-02-23,87,False
2016-02-24,88,False
2016-02-25,58,False
2016-02-26,76,False
2016-02-27,18,False
2016-02-28,23,False
2016-02-29,76,False
