date,MU stock,isPartial
2013-09-01,20,False
2013-09-02,25,False
2013-09-03,54,False
2013-09-04,77,False
2013-09-05,100,False
2013-09-06,63,False
2013-09-07,40,False
2013-09-08,19,False
2013-09-09,24,False
2013-09-10,85,False
2013-09-11,86,False
2013-09-12,71,False
2013-09-13,51,False
2013-09-14,52,False
2013-09-15,50,False
2013-09-16,69,False
2013-09-17,59,False
2013-09-18,92,False
2013-09-19,82,False
2013-09-20,80,False
2013-09-21,29,False
2013-09-22,29,False
2013-09-23,65,False
2013-09-24,56,False
2013-09-25,55,False
2013-09-26,66,False
2013-09-27,45,False
2013-09-28,26,False
2013-09-29,38,False
2013-09-30,47,False
