date,ATVI stock,isPartial
2016-12-01,87,False
2016-12-02,80,False
2016-12-03,18,False
2016-12-04,17,False
2016-12-05,61,False
2016-12-06,35,False
2016-12-07,75,False
2016-12-08,57,False
2016-12-09,27,False
2016-12-10,53,False
2016-12-11,26,False
2016-12-12,69,False
2016-12-13,100,False
2016-12-14,91,False
2016-12-15,54,False
2016-12-16,38,False
2016-12-17,27,False
2016-12-18,18,False
2016-12-19,52,False
2016-12-20,37,False
2016-12-21,65,False
2016-12-22,44,False
2016-12-23,57,False
2016-12-24,19,False
2016-12-25,20,False
2016-12-26,17,False
2016-12-27,54,False
2016-12-28,55,False
2016-12-29,33,False
2016-12-30,52,False
2016-12-31,38,False
