date,MDLZ stock,isPartial
2013-09-01,0,False
2013-09-02,34,False
2013-09-03,0,False
2013-09-04,0,False
2013-09-05,34,False
2013-09-06,0,False
2013-09-07,0,False
2013-09-08,0,False
2013-09-09,33,False
2013-09-10,33,False
2013-09-11,100,False
2013-09-12,0,False
2013-09-13,35,False
2013-09-14,0,False
2013-09-15,0,False
2013-09-16,33,False
2013-09-17,33,False
2013-09-18,33,False
2013-09-19,34,False
2013-09-20,0,False
2013-09-21,39,False
2013-09-22,0,False
2013-09-23,66,False
2013-09-24,33,False
2013-09-25,67,False
2013-09-26,0,False
2013-09-27,35,False
2013-09-28,0,False
2013-09-29,0,False
2013-09-30,0,False
