date,ODP stock,isPartial
2016-05-01,8,False
2016-05-02,10,False
2016-05-03,15,False
2016-05-04,7,False
2016-05-05,11,False
2016-05-06,15,False
2016-05-07,9,False
2016-05-08,8,False
2016-05-09,20,False
2016-05-10,50,False
2016-05-11,100,False
2016-05-12,48,False
2016-05-13,33,False
2016-05-14,8,False
2016-05-15,8,False
2016-05-16,29,False
2016-05-17,24,False
2016-05-18,45,False
2016-05-19,19,False
2016-05-20,36,False
2016-05-21,11,False
2016-05-22,8,False
2016-05-23,19,False
2016-05-24,19,False
2016-05-25,17,False
2016-05-26,13,False
2016-05-27,13,False
2016-05-28,9,False
2016-05-29,0,False
2016-05-30,8,False
2016-05-31,19,False
