date,ODP stock,isPartial
2016-02-01,0,False
2016-02-02,0,False
2016-02-03,100,False
2016-02-04,51,False
2016-02-05,53,False
2016-02-06,0,False
2016-02-07,0,False
2016-02-08,51,False
2016-02-09,85,False
2016-02-10,50,False
2016-02-11,51,False
2016-02-12,52,False
2016-02-13,0,False
2016-02-14,0,False
2016-02-15,0,False
2016-02-16,0,False
2016-02-17,50,False
2016-02-18,0,False
2016-02-19,68,False
2016-02-20,0,False
2016-02-21,0,False
2016-02-22,0,False
2016-02-23,0,False
2016-02-24,0,False
2016-02-25,50,False
2016-02-26,0,False
2016-02-27,57,False
2016-02-28,56,False
2016-02-29,0,False
