date,ODP stock,isPartial
2013-12-01,45,False
2013-12-02,58,False
2013-12-03,40,False
2013-12-04,0,False
2013-12-05,81,False
2013-12-06,42,False
2013-12-07,48,False
2013-12-08,0,False
2013-12-09,80,False
2013-12-10,40,False
2013-12-11,40,False
2013-12-12,0,False
2013-12-13,64,False
2013-12-14,0,False
2013-12-15,48,False
2013-12-16,41,False
2013-12-17,41,False
2013-12-18,0,False
2013-12-19,43,False
2013-12-20,45,False
2013-12-21,50,False
2013-12-22,0,False
2013-12-23,45,False
2013-12-24,100,False
2013-12-25,0,False
2013-12-26,46,False
2013-12-27,45,False
2013-12-28,0,False
2013-12-29,0,False
2013-12-30,0,False
2013-12-31,74,False
