date,MAT stock,isPartial
2018-02-01,74,False
2018-02-02,100,False
2018-02-03,32,False
2018-02-04,0,False
2018-02-05,50,False
2018-02-06,32,False
2018-02-07,50,False
2018-02-08,37,False
2018-02-09,48,False
2018-02-10,32,False
2018-02-11,26,False
2018-02-12,28,False
2018-02-13,23,False
2018-02-14,21,False
2018-02-15,28,False
2018-02-16,36,False
2018-02-17,32,False
2018-02-18,16,False
2018-02-19,14,False
2018-02-20,45,False
2018-02-21,27,False
2018-02-22,32,False
2018-02-23,38,False
2018-02-24,63,False
2018-02-25,15,False
2018-02-26,40,False
2018-02-27,27,False
2018-02-28,27,False
