date,QCOM stock,isPartial
2017-12-01,100,False
2017-12-02,10,False
2017-12-03,5,False
2017-12-04,81,False
2017-12-05,80,False
2017-12-06,72,False
2017-12-07,60,False
2017-12-08,72,False
2017-12-09,11,False
2017-12-10,15,False
2017-12-11,40,False
2017-12-12,67,False
2017-12-13,22,False
2017-12-14,23,False
2017-12-15,29,False
2017-12-16,5,False
2017-12-17,10,False
2017-12-18,50,False
2017-12-19,37,False
2017-12-20,19,False
2017-12-21,39,False
2017-12-22,31,False
2017-12-23,6,False
2017-12-24,6,False
2017-12-25,18,False
2017-12-26,51,False
2017-12-27,54,False
2017-12-28,49,False
2017-12-29,41,False
2017-12-30,5,False
2017-12-31,11,False
