date,BA stock,isPartial
2019-03-01,14,False
2019-03-02,3,False
2019-03-03,2,False
2019-03-04,13,False
2019-03-05,11,False
2019-03-06,9,False
2019-03-07,9,False
2019-03-08,8,False
2019-03-09,2,False
2019-03-10,6,False
2019-03-11,69,False
2019-03-12,77,False
2019-03-13,100,False
2019-03-14,71,False
2019-03-15,54,False
2019-03-16,10,False
2019-03-17,8,False
2019-03-18,51,False
2019-03-19,37,False
2019-03-20,32,False
2019-03-21,32,False
2019-03-22,38,False
2019-03-23,9,False
2019-03-24,5,False
2019-03-25,29,False
2019-03-26,32,False
2019-03-27,31,False
2019-03-28,26,False
2019-03-29,25,False
2019-03-30,5,False
2019-03-31,3,False
