date,TXN stock,isPartial
2016-08-01,82,False
2016-08-02,81,False
2016-08-03,47,False
2016-08-04,78,False
2016-08-05,33,False
2016-08-06,37,False
2016-08-07,0,False
2016-08-08,63,False
2016-08-09,78,False
2016-08-10,32,False
2016-08-11,81,False
2016-08-12,83,False
2016-08-13,37,False
2016-08-14,0,False
2016-08-15,100,False
2016-08-16,81,False
2016-08-17,65,False
2016-08-18,55,False
2016-08-19,84,False
2016-08-20,37,False
2016-08-21,37,False
2016-08-22,32,False
2016-08-23,32,False
2016-08-24,62,False
2016-08-25,30,False
2016-08-26,42,False
2016-08-27,36,False
2016-08-28,35,False
2016-08-29,30,False
2016-08-30,60,False
2016-08-31,60,False
