date,MCD stock,isPartial
2015-06-01,49,False
2015-06-02,100,False
2015-06-03,93,False
2015-06-04,30,False
2015-06-05,76,False
2015-06-06,65,False
2015-06-07,26,False
2015-06-08,57,False
2015-06-09,32,False
2015-06-10,86,False
2015-06-11,44,False
2015-06-12,23,False
2015-06-13,52,False
2015-06-14,26,False
2015-06-15,42,False
2015-06-16,35,False
2015-06-17,36,False
2015-06-18,43,False
2015-06-19,38,False
2015-06-20,52,False
2015-06-21,26,False
2015-06-22,64,False
2015-06-23,57,False
2015-06-24,22,False
2015-06-25,44,False
2015-06-26,23,False
2015-06-27,52,False
2015-06-28,26,False
2015-06-29,51,False
2015-06-30,43,False
