date,PEP stock,isPartial
2013-08-01,100,False
2013-08-02,35,False
2013-08-03,0,False
2013-08-04,41,False
2013-08-05,100,False
2013-08-06,33,False
2013-08-07,0,False
2013-08-08,85,False
2013-08-09,35,False
2013-08-10,0,False
2013-08-11,40,False
2013-08-12,0,False
2013-08-13,33,False
2013-08-14,50,False
2013-08-15,35,False
2013-08-16,87,False
2013-08-17,40,False
2013-08-18,0,False
2013-08-19,65,False
2013-08-20,65,False
2013-08-21,65,False
2013-08-22,99,False
2013-08-23,0,False
2013-08-24,0,False
2013-08-25,0,False
2013-08-26,32,False
2013-08-27,63,False
2013-08-28,94,False
2013-08-29,32,False
2013-08-30,33,False
2013-08-31,0,False
