date,PEP stock,isPartial
2017-05-01,100,False
2017-05-02,33,False
2017-05-03,25,False
2017-05-04,59,False
2017-05-05,62,False
2017-05-06,19,False
2017-05-07,29,False
2017-05-08,42,False
2017-05-09,100,False
2017-05-10,50,False
2017-05-11,85,False
2017-05-12,62,False
2017-05-13,20,False
2017-05-14,20,False
2017-05-15,53,False
2017-05-16,27,False
2017-05-17,81,False
2017-05-18,45,False
2017-05-19,66,False
2017-05-20,0,False
2017-05-21,21,False
2017-05-22,72,False
2017-05-23,87,False
2017-05-24,73,False
2017-05-25,37,False
2017-05-26,29,False
2017-05-27,44,False
2017-05-28,21,False
2017-05-29,19,False
2017-05-30,80,False
2017-05-31,61,False
