date,CSCO stock,isPartial
2013-09-01,22,False
2013-09-02,27,False
2013-09-03,59,False
2013-09-04,54,False
2013-09-05,24,False
2013-09-06,31,False
2013-09-07,22,False
2013-09-08,21,False
2013-09-09,64,False
2013-09-10,35,False
2013-09-11,100,False
2013-09-12,77,False
2013-09-13,61,False
2013-09-14,42,False
2013-09-15,31,False
2013-09-16,64,False
2013-09-17,41,False
2013-09-18,88,False
2013-09-19,54,False
2013-09-20,56,False
2013-09-21,28,False
2013-09-22,21,False
2013-09-23,53,False
2013-09-24,53,False
2013-09-25,41,False
2013-09-26,54,False
2013-09-27,37,False
2013-09-28,35,False
2013-09-29,0,False
2013-09-30,58,False
