date,QCOM stock,isPartial
2016-06-01,43,False
2016-06-02,34,False
2016-06-03,20,False
2016-06-04,33,False
2016-06-05,11,False
2016-06-06,19,False
2016-06-07,38,False
2016-06-08,19,False
2016-06-09,34,False
2016-06-10,35,False
2016-06-11,22,False
2016-06-12,22,False
2016-06-13,19,False
2016-06-14,28,False
2016-06-15,19,False
2016-06-16,14,False
2016-06-17,25,False
2016-06-18,11,False
2016-06-19,0,False
2016-06-20,28,False
2016-06-21,23,False
2016-06-22,24,False
2016-06-23,34,False
2016-06-24,100,False
2016-06-25,28,False
2016-06-26,11,False
2016-06-27,28,False
2016-06-28,38,False
2016-06-29,43,False
2016-06-30,34,False
