date,TXN stock,isPartial
2012-02-01,0,False
2012-02-02,0,False
2012-02-03,35,False
2012-02-04,0,False
2012-02-05,0,False
2012-02-06,34,False
2012-02-07,34,False
2012-02-08,33,False
2012-02-09,34,False
2012-02-10,35,False
2012-02-11,82,False
2012-02-12,78,False
2012-02-13,0,False
2012-02-14,0,False
2012-02-15,0,False
2012-02-16,0,False
2012-02-17,36,False
2012-02-18,0,False
2012-02-19,0,False
2012-02-20,0,False
2012-02-21,0,False
2012-02-22,67,False
2012-02-23,34,False
2012-02-24,35,False
2012-02-25,41,False
2012-02-26,0,False
2012-02-27,33,False
2012-02-28,100,False
2012-02-29,0,False
