date,GS stock,isPartial
2012-01-01,40,False
2012-01-02,31,False
2012-01-03,100,False
2012-01-04,43,False
2012-01-05,29,False
2012-01-06,60,False
2012-01-07,34,False
2012-01-08,0,False
2012-01-09,28,False
2012-01-10,68,False
2012-01-11,37,False
2012-01-12,28,False
2012-01-13,67,False
2012-01-14,0,False
2012-01-15,64,False
2012-01-16,0,False
2012-01-17,82,False
2012-01-18,54,False
2012-01-19,68,False
2012-01-20,28,False
2012-01-21,33,False
2012-01-22,32,False
2012-01-23,27,False
2012-01-24,27,False
2012-01-25,55,False
2012-01-26,42,False
2012-01-27,28,False
2012-01-28,0,False
2012-01-29,32,False
2012-01-30,27,False
2012-01-31,0,False
