date,TSLA stock,isPartial
2012-02-01,0,False
2012-02-02,27,False
2012-02-03,28,False
2012-02-04,33,False
2012-02-05,0,False
2012-02-06,54,False
2012-02-07,54,False
2012-02-08,27,False
2012-02-09,27,False
2012-02-10,71,False
2012-02-11,0,False
2012-02-12,32,False
2012-02-13,27,False
2012-02-14,0,False
2012-02-15,55,False
2012-02-16,55,False
2012-02-17,0,False
2012-02-18,100,False
2012-02-19,67,False
2012-02-20,0,False
2012-02-21,28,False
2012-02-22,27,False
2012-02-23,27,False
2012-02-24,28,False
2012-02-25,0,False
2012-02-26,0,False
2012-02-27,0,False
2012-02-28,27,False
2012-02-29,0,False
