date,MU stock,isPartial
2013-04-01,18,False
2013-04-02,44,False
2013-04-03,33,False
2013-04-04,22,False
2013-04-05,17,False
2013-04-06,13,False
2013-04-07,13,False
2013-04-08,22,False
2013-04-09,22,False
2013-04-10,17,False
2013-04-11,17,False
2013-04-12,18,False
2013-04-13,41,False
2013-04-14,100,False
2013-04-15,17,False
2013-04-16,0,False
2013-04-17,33,False
2013-04-18,33,False
2013-04-19,23,False
2013-04-20,0,False
2013-04-21,13,False
2013-04-22,33,False
2013-04-23,22,False
2013-04-24,34,False
2013-04-25,12,False
2013-04-26,41,False
2013-04-27,13,False
2013-04-28,13,False
2013-04-29,22,False
2013-04-30,11,False
