date,CTSH stock,isPartial
2014-04-01,32,False
2014-04-02,97,False
2014-04-03,32,False
2014-04-04,100,False
2014-04-05,0,False
2014-04-06,0,False
2014-04-07,32,False
2014-04-08,47,False
2014-04-09,32,False
2014-04-10,49,False
2014-04-11,69,False
2014-04-12,39,False
2014-04-13,38,False
2014-04-14,32,False
2014-04-15,32,False
2014-04-16,66,False
2014-04-17,69,False
2014-04-18,37,False
2014-04-19,0,False
2014-04-20,41,False
2014-04-21,34,False
2014-04-22,0,False
2014-04-23,32,False
2014-04-24,33,False
2014-04-25,34,False
2014-04-26,0,False
2014-04-27,0,False
2014-04-28,0,False
2014-04-29,62,False
2014-04-30,33,False
