date,ODP stock,isPartial
2014-10-01,0,False
2014-10-02,0,False
2014-10-03,100,False
2014-10-04,0,False
2014-10-05,0,False
2014-10-06,0,False
2014-10-07,93,False
2014-10-08,46,False
2014-10-09,93,False
2014-10-10,0,False
2014-10-11,0,False
2014-10-12,0,False
2014-10-13,46,False
2014-10-14,45,False
2014-10-15,0,False
2014-10-16,46,False
2014-10-17,48,False
2014-10-18,0,False
2014-10-19,55,False
2014-10-20,68,False
2014-10-21,45,False
2014-10-22,46,False
2014-10-23,46,False
2014-10-24,0,False
2014-10-25,0,False
2014-10-26,54,False
2014-10-27,45,False
2014-10-28,0,False
2014-10-29,46,False
2014-10-30,0,False
2014-10-31,0,False
