date,CTSH stock,isPartial
2016-07-01,44,False
2016-07-02,66,False
2016-07-03,33,False
2016-07-04,29,False
2016-07-05,58,False
2016-07-06,74,False
2016-07-07,60,False
2016-07-08,62,False
2016-07-09,34,False
2016-07-10,34,False
2016-07-11,44,False
2016-07-12,100,False
2016-07-13,58,False
2016-07-14,70,False
2016-07-15,60,False
2016-07-16,34,False
2016-07-17,0,False
2016-07-18,44,False
2016-07-19,29,False
2016-07-20,59,False
2016-07-21,74,False
2016-07-22,30,False
2016-07-23,35,False
2016-07-24,0,False
2016-07-25,72,False
2016-07-26,58,False
2016-07-27,58,False
2016-07-28,59,False
2016-07-29,61,False
2016-07-30,0,False
2016-07-31,0,False
