date,ATVI stock,isPartial
2019-02-01,21,False
2019-02-02,4,False
2019-02-03,4,False
2019-02-04,8,False
2019-02-05,18,False
2019-02-06,41,False
2019-02-07,33,False
2019-02-08,33,False
2019-02-09,11,False
2019-02-10,13,False
2019-02-11,61,False
2019-02-12,100,False
2019-02-13,92,False
2019-02-14,40,False
2019-02-15,24,False
2019-02-16,8,False
2019-02-17,7,False
2019-02-18,14,False
2019-02-19,18,False
2019-02-20,25,False
2019-02-21,25,False
2019-02-22,19,False
2019-02-23,5,False
2019-02-24,10,False
2019-02-25,15,False
2019-02-26,19,False
2019-02-27,24,False
2019-02-28,17,False
