date,MCD stock,isPartial
2019-03-01,100,False
2019-03-02,41,False
2019-03-03,12,False
2019-03-04,88,False
2019-03-05,62,False
2019-03-06,70,False
2019-03-07,62,False
2019-03-08,53,False
2019-03-09,25,False
2019-03-10,24,False
2019-03-11,25,False
2019-03-12,61,False
2019-03-13,78,False
2019-03-14,33,False
2019-03-15,48,False
2019-03-16,16,False
2019-03-17,8,False
2019-03-18,29,False
2019-03-19,56,False
2019-03-20,44,False
2019-03-21,63,False
2019-03-22,61,False
2019-03-23,21,False
2019-03-24,8,False
2019-03-25,61,False
2019-03-26,73,False
2019-03-27,70,False
2019-03-28,48,False
2019-03-29,88,False
2019-03-30,29,False
2019-03-31,17,False
