date,EBAY stock,isPartial
2015-02-01,55,False
2015-02-02,70,False
2015-02-03,63,False
2015-02-04,81,False
2015-02-05,98,False
2015-02-06,91,False
2015-02-07,77,False
2015-02-08,64,False
2015-02-09,64,False
2015-02-10,83,False
2015-02-11,56,False
2015-02-12,75,False
2015-02-13,80,False
2015-02-14,65,False
2015-02-15,74,False
2015-02-16,100,False
2015-02-17,84,False
2015-02-18,69,False
2015-02-19,70,False
2015-02-20,89,False
2015-02-21,70,False
2015-02-22,69,False
2015-02-23,88,False
2015-02-24,79,False
2015-02-25,77,False
2015-02-26,91,False
2015-02-27,82,False
2015-02-28,63,False
