date,MRVL stock,isPartial
2013-12-01,0,False
2013-12-02,26,False
2013-12-03,53,False
2013-12-04,27,False
2013-12-05,0,False
2013-12-06,0,False
2013-12-07,0,False
2013-12-08,0,False
2013-12-09,27,False
2013-12-10,40,False
2013-12-11,41,False
2013-12-12,28,False
2013-12-13,29,False
2013-12-14,0,False
2013-12-15,0,False
2013-12-16,27,False
2013-12-17,0,False
2013-12-18,28,False
2013-12-19,29,False
2013-12-20,0,False
2013-12-21,0,False
2013-12-22,0,False
2013-12-23,0,False
2013-12-24,50,False
2013-12-25,0,False
2013-12-26,0,False
2013-12-27,61,False
2013-12-28,0,False
2013-12-29,32,False
2013-12-30,30,False
2013-12-31,100,False
