date,GOOG stock,isPartial
2014-06-01,29,False
2014-06-02,56,False
2014-06-03,67,False
2014-06-04,96,False
2014-06-05,49,False
2014-06-06,82,False
2014-06-07,25,False
2014-06-08,35,False
2014-06-09,66,False
2014-06-10,100,False
2014-06-11,81,False
2014-06-12,45,False
2014-06-13,51,False
2014-06-14,25,False
2014-06-15,29,False
2014-06-16,24,False
2014-06-17,60,False
2014-06-18,49,False
2014-06-19,58,False
2014-06-20,61,False
2014-06-21,30,False
2014-06-22,10,False
2014-06-23,57,False
2014-06-24,69,False
2014-06-25,77,False
2014-06-26,70,False
2014-06-27,35,False
2014-06-28,25,False
2014-06-29,20,False
2014-06-30,29,False
