date,GILD stock,isPartial
2014-02-01,30,False
2014-02-02,17,False
2014-02-03,40,False
2014-02-04,100,False
2014-02-05,90,False
2014-02-06,59,False
2014-02-07,70,False
2014-02-08,19,False
2014-02-09,13,False
2014-02-10,39,False
2014-02-11,49,False
2014-02-12,61,False
2014-02-13,50,False
2014-02-14,72,False
2014-02-15,32,False
2014-02-16,12,False
2014-02-17,11,False
2014-02-18,46,False
2014-02-19,36,False
2014-02-20,36,False
2014-02-21,30,False
2014-02-22,25,False
2014-02-23,21,False
2014-02-24,49,False
2014-02-25,43,False
2014-02-26,57,False
2014-02-27,29,False
2014-02-28,45,False
