date,HAS stock,isPartial
2017-02-01,73,False
2017-02-02,67,False
2017-02-03,58,False
2017-02-04,56,False
2017-02-05,53,False
2017-02-06,82,False
2017-02-07,78,False
2017-02-08,71,False
2017-02-09,70,False
2017-02-10,72,False
2017-02-11,53,False
2017-02-12,63,False
2017-02-13,79,False
2017-02-14,83,False
2017-02-15,77,False
2017-02-16,100,False
2017-02-17,63,False
2017-02-18,55,False
2017-02-19,57,False
2017-02-20,82,False
2017-02-21,80,False
2017-02-22,72,False
2017-02-23,83,False
2017-02-24,71,False
2017-02-25,59,False
2017-02-26,73,False
2017-02-27,79,False
2017-02-28,76,False
