date,HD stock,isPartial
2013-02-01,85,False
2013-02-02,78,False
2013-02-03,51,False
2013-02-04,22,False
2013-02-05,43,False
2013-02-06,87,False
2013-02-07,45,False
2013-02-08,84,False
2013-02-09,35,False
2013-02-10,70,False
2013-02-11,81,False
2013-02-12,75,False
2013-02-13,51,False
2013-02-14,52,False
2013-02-15,23,False
2013-02-16,78,False
2013-02-17,60,False
2013-02-18,95,False
2013-02-19,29,False
2013-02-20,50,False
2013-02-21,44,False
2013-02-22,60,False
2013-02-23,68,False
2013-02-24,42,False
2013-02-25,63,False
2013-02-26,71,False
2013-02-27,100,False
2013-02-28,72,False
