date,MU stock,isPartial
2014-10-01,24,False
2014-10-02,81,False
2014-10-03,81,False
2014-10-04,21,False
2014-10-05,24,False
2014-10-06,37,False
2014-10-07,48,False
2014-10-08,65,False
2014-10-09,59,False
2014-10-10,100,False
2014-10-11,37,False
2014-10-12,20,False
2014-10-13,41,False
2014-10-14,64,False
2014-10-15,57,False
2014-10-16,58,False
2014-10-17,46,False
2014-10-18,18,False
2014-10-19,0,False
2014-10-20,70,False
2014-10-21,60,False
2014-10-22,47,False
2014-10-23,41,False
2014-10-24,36,False
2014-10-25,24,False
2014-10-26,12,False
2014-10-27,47,False
2014-10-28,46,False
2014-10-29,60,False
2014-10-30,55,False
2014-10-31,43,False
