date,TXN stock,isPartial
2018-05-01,81,False
2018-05-02,52,False
2018-05-03,86,False
2018-05-04,20,False
2018-05-05,25,False
2018-05-06,16,False
2018-05-07,72,False
2018-05-08,43,False
2018-05-09,100,False
2018-05-10,68,False
2018-05-11,89,False
2018-05-12,42,False
2018-05-13,17,False
2018-05-14,33,False
2018-05-15,75,False
2018-05-16,95,False
2018-05-17,82,False
2018-05-18,80,False
2018-05-19,33,False
2018-05-20,17,False
2018-05-21,78,False
2018-05-22,66,False
2018-05-23,77,False
2018-05-24,44,False
2018-05-25,81,False
2018-05-26,34,False
2018-05-27,0,False
2018-05-28,15,False
2018-05-29,66,False
2018-05-30,57,False
2018-05-31,59,False
