date,CSCO stock,isPartial
2013-04-01,32,False
2013-04-02,68,False
2013-04-03,31,False
2013-04-04,39,False
2013-04-05,48,False
2013-04-06,36,False
2013-04-07,18,False
2013-04-08,15,False
2013-04-09,15,False
2013-04-10,46,False
2013-04-11,38,False
2013-04-12,32,False
2013-04-13,28,False
2013-04-14,37,False
2013-04-15,46,False
2013-04-16,23,False
2013-04-17,30,False
2013-04-18,15,False
2013-04-19,40,False
2013-04-20,19,False
2013-04-21,18,False
2013-04-22,30,False
2013-04-23,45,False
2013-04-24,100,False
2013-04-25,32,False
2013-04-26,24,False
2013-04-27,18,False
2013-04-28,0,False
2013-04-29,46,False
2013-04-30,46,False
