date,EA stock,isPartial
2012-09-01,52,False
2012-09-02,26,False
2012-09-03,22,False
2012-09-04,69,False
2012-09-05,0,False
2012-09-06,56,False
2012-09-07,74,False
2012-09-08,26,False
2012-09-09,51,False
2012-09-10,76,False
2012-09-11,69,False
2012-09-12,82,False
2012-09-13,55,False
2012-09-14,58,False
2012-09-15,42,False
2012-09-16,25,False
2012-09-17,75,False
2012-09-18,61,False
2012-09-19,48,False
2012-09-20,42,False
2012-09-21,58,False
2012-09-22,42,False
2012-09-23,49,False
2012-09-24,40,False
2012-09-25,50,False
2012-09-26,68,False
2012-09-27,69,False
2012-09-28,54,False
2012-09-29,100,False
2012-09-30,49,False
