date,EBAY stock,isPartial
2014-09-01,27,False
2014-09-02,24,False
2014-09-03,34,False
2014-09-04,23,False
2014-09-05,29,False
2014-09-06,27,False
2014-09-07,26,False
2014-09-08,24,False
2014-09-09,36,False
2014-09-10,32,False
2014-09-11,37,False
2014-09-12,39,False
2014-09-13,24,False
2014-09-14,32,False
2014-09-15,39,False
2014-09-16,37,False
2014-09-17,30,False
2014-09-18,32,False
2014-09-19,44,False
2014-09-20,29,False
2014-09-21,33,False
2014-09-22,35,False
2014-09-23,35,False
2014-09-24,34,False
2014-09-25,38,False
2014-09-26,33,False
2014-09-27,25,False
2014-09-28,21,False
2014-09-29,29,False
2014-09-30,100,False
