date,GOOG stock,isPartial
2016-06-01,36,False
2016-06-02,22,False
2016-06-03,35,False
2016-06-04,12,False
2016-06-05,8,False
2016-06-06,26,False
2016-06-07,30,False
2016-06-08,33,False
2016-06-09,29,False
2016-06-10,31,False
2016-06-11,10,False
2016-06-12,5,False
2016-06-13,31,False
2016-06-14,21,False
2016-06-15,27,False
2016-06-16,27,False
2016-06-17,32,False
2016-06-18,21,False
2016-06-19,9,False
2016-06-20,32,False
2016-06-21,30,False
2016-06-22,23,False
2016-06-23,36,False
2016-06-24,100,False
2016-06-25,21,False
2016-06-26,7,False
2016-06-27,45,False
2016-06-28,40,False
2016-06-29,35,False
2016-06-30,34,False
