date,DIS stock,isPartial
2012-09-01,0,False
2012-09-02,0,False
2012-09-03,0,False
2012-09-04,40,False
2012-09-05,54,False
2012-09-06,82,False
2012-09-07,100,False
2012-09-08,99,False
2012-09-09,0,False
2012-09-10,26,False
2012-09-11,40,False
2012-09-12,27,False
2012-09-13,54,False
2012-09-14,83,False
2012-09-15,0,False
2012-09-16,32,False
2012-09-17,40,False
2012-09-18,78,False
2012-09-19,26,False
2012-09-20,67,False
2012-09-21,56,False
2012-09-22,64,False
2012-09-23,0,False
2012-09-24,26,False
2012-09-25,52,False
2012-09-26,26,False
2012-09-27,80,False
2012-09-28,28,False
2012-09-29,0,False
2012-09-30,31,False
