date,ATVI stock,isPartial
2016-03-01,39,False
2016-03-02,59,False
2016-03-03,53,False
2016-03-04,69,False
2016-03-05,34,False
2016-03-06,23,False
2016-03-07,40,False
2016-03-08,69,False
2016-03-09,70,False
2016-03-10,34,False
2016-03-11,21,False
2016-03-12,23,False
2016-03-13,45,False
2016-03-14,60,False
2016-03-15,79,False
2016-03-16,46,False
2016-03-17,41,False
2016-03-18,64,False
2016-03-19,23,False
2016-03-20,38,False
2016-03-21,54,False
2016-03-22,68,False
2016-03-23,76,False
2016-03-24,54,False
2016-03-25,23,False
2016-03-26,0,False
2016-03-27,24,False
2016-03-28,56,False
2016-03-29,100,False
2016-03-30,27,False
2016-03-31,61,False
