date,SIRI stock,isPartial
2018-09-01,8,False
2018-09-02,9,False
2018-09-03,4,False
2018-09-04,23,False
2018-09-05,27,False
2018-09-06,23,False
2018-09-07,23,False
2018-09-08,6,False
2018-09-09,7,False
2018-09-10,27,False
2018-09-11,32,False
2018-09-12,27,False
2018-09-13,24,False
2018-09-14,26,False
2018-09-15,9,False
2018-09-16,6,False
2018-09-17,18,False
2018-09-18,19,False
2018-09-19,22,False
2018-09-20,16,False
2018-09-21,29,False
2018-09-22,4,False
2018-09-23,7,False
2018-09-24,100,False
2018-09-25,62,False
2018-09-26,35,False
2018-09-27,26,False
2018-09-28,26,False
2018-09-29,8,False
2018-09-30,5,False
